Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packets/s,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,act_data_pkt_fwd,Label
4.46605396270752,197.48977673912668,2.91084704944291,13,882,2.91084704944291,0,13,53248,0,ATTACK
4.621772050857544,157.08260641398243,2.380039491120946,11,726,2.380039491120946,0,11,53248,0,ATTACK
4.454768180847168,254.55870069188336,3.816135724657864,17,1134,3.816135724657864,0,17,53248,0,ATTACK
0.1272716522216797,2074.303235571808,31.428836902603145,4,264,31.428836902603145,0,4,53248,0,ATTACK
4.785441875457764,220.66927725435716,3.34347389779329,16,1056,3.34347389779329,0,16,53248,0,ATTACK
3.1585326194763184,94.98081423953752,1.5830135706589583,5,300,1.5830135706589583,0,5,252,5,ATTACK
3.733007907867432,240.55668301892337,3.482446413414258,13,898,3.482446413414258,0,13,53248,0,ATTACK
3.0912251472473145,277.5598538217234,4.2054523306321725,13,858,4.2054523306321725,0,13,53248,0,ATTACK
2.462463855743408,241.22181473428117,3.6548759808224416,9,594,3.6548759808224416,0,9,53238,0,ATTACK
3.030919313430786,57.408324671976935,0.9897987012409816,3,174,0.9897987012409816,3,3,65535,0,ATTACK
3.152947902679444,504.28996896801993,7.929087562390251,25,1590,7.929087562390251,0,25,254,25,ATTACK
3.7084732055664062,203.3181738695721,2.9661802553916354,11,754,2.9661802553916354,0,11,53248,0,ATTACK
2.135098457336426,84.30524568152856,1.405087428025476,3,180,1.405087428025476,0,3,254,3,ATTACK
0.9858450889587402,200.84291357492043,3.043074448104855,3,198,3.043074448104855,0,3,53248,0,ATTACK
4.43224310874939,223.36319910920687,3.384290895594044,15,990,3.384290895594044,0,15,53248,0,ATTACK
3.0916616916656494,9975.21820810374,166.25363680172902,514,30840,166.25363680172902,514,0,512,514,ATTACK
3.351830244064331,278.05704111968515,4.176822506089691,14,932,4.176822506089691,1,14,65535,0,ATTACK
