Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,Label
2.877713203430176,293.98343066000643,4.5174758848464345,13,0,12,53248,ATTACK
3.455120325088501,362.9396032590788,5.49908489786483,19,0,19,53248,ATTACK
0.0515620708465576,33668.1590071532,96.9705040528606,5,1,5,65535,ATTACK
2.422510862350464,356.65474752988143,3.302358773424828,8,0,8,547,ATTACK
0.1971571445465088,32821.53439016515,45.64886563305306,9,1,9,65535,NORMAL
0.4871060848236084,2660.61139529659,8.211763565730218,4,0,4,8738,NORMAL
4.882384538650513,435.442965045032,6.349356498775161,31,0,31,53248,ATTACK
2.926563262939453,225.52049646693544,3.416977219195992,10,0,10,53248,ATTACK
4.3744847774505615,11221.435779828764,4.57196698982593,20,0,20,16,NORMAL
3.38411283493042,51.41672529473373,0.8864952637023057,3,3,3,65535,ATTACK
4.427800416946411,357.7397016219602,5.420298509423639,24,0,24,53248,ATTACK
3.682096481323242,52.41579110676677,0.8147532296388617,3,0,3,251,NORMAL
0.0987048149108886,63593.65554422968,81.0497442016628,8,1,8,65535,NORMAL
4.176231384277344,14159.65605321281,5.507357682955569,23,0,23,16,NORMAL
0.1812272071838379,5473.791796580023,44.14348223048405,8,0,8,547,ATTACK
4.712890863418579,210.06215265546928,3.1827598887192314,15,0,15,53248,ATTACK
4.793497562408447,7816.422040939677,2.9206231603810044,14,0,14,16,NORMAL
4.408806085586548,1244.7814427451451,10.887301248499814,48,0,48,501,ATTACK
4.808299064636231,5403.158092032178,90.05263486720297,433,433,0,512,ATTACK
0.3677916526794433,18344.625145368624,29.908237231222003,11,1,11,65535,NORMAL
3.072017908096313,56.6402948177556,0.9765568072026828,3,3,3,65535,ATTACK
0.1170785427093505,56090.55124902508,68.33019795830677,8,1,8,65535,NORMAL
4.520378589630127,338.46722562350465,5.088069404797783,23,0,23,53248,ATTACK
4.302268981933594,97.62290590469703,1.627048431744951,7,0,7,254,ATTACK
4.308908462524414,883.7504980946028,7.426474773904225,32,0,32,501,ATTACK
0.1486697196960449,138299.85044726622,60.53687340233432,9,0,9,1053,NORMAL
4.509783983230591,204.88786235346268,3.1043615508100406,14,0,14,53248,ATTACK
4.325512647628784,259.39121935409725,3.930169990213595,17,0,17,53248,ATTACK
4.406820774078369,239.62853361579,3.630735357815,16,0,16,53248,ATTACK
3.0319929122924805,57.38799694898994,0.9894482232584472,3,3,3,65535,ATTACK
4.755316734313965,19401.021036995084,7.360182708218561,35,0,35,16,NORMAL
4.36313271522522,2656.80664710233,19.71060832046242,86,5,81,255,NORMAL
4.076891660690308,176.6051344808334,2.452849090011575,10,0,10,53248,ATTACK
2.8044116497039795,902.8631728395744,7.844782702397566,22,0,22,547,ATTACK
4.337562799453735,25238.136036621003,9.221768502126938,40,0,40,16,NORMAL
4.326383113861084,6991.059091160083,2.542539509447891,11,0,11,16,NORMAL
0.0135831832885742,21423.549533103986,294.4817805237661,4,0,4,165,NORMAL
4.46952223777771,1339.2930343660842,11.410615561755812,51,0,51,501,ATTACK
3.99087142944336,297.6793467299698,4.5102931322722695,18,0,18,53248,ATTACK
4.155759811401367,190.57886787083805,2.887558604103607,12,0,12,53248,ATTACK
0.0400876998901367,50389.52111335792,99.78122992744142,4,0,4,1033,NORMAL
3.33803129196167,279.2064898385926,4.194088903154824,14,1,14,65535,ATTACK
0.4742529392242431,573.5336093961223,8.434317785237093,4,1,4,65535,ATTACK
1.8081028461456297,401.52583219899753,6.083724730287841,11,0,11,53248,ATTACK
2.421109437942505,33537.517440353,15.695283907650603,38,0,38,291,NORMAL
1.983999729156494,90.72581883694498,1.5120969806157498,3,0,3,255,ATTACK
4.595283031463623,10966.027479693645,3.917060141182838,18,0,18,16,NORMAL
0.0461857318878173,469235.82487856,194.8653757801329,9,0,9,1035,NORMAL
4.850210428237915,7131.649340122872,2.680296080416228,13,0,13,16,NORMAL
4.415215253829956,236.4550627728484,3.623832379660512,16,0,16,53248,ATTACK
0.0565319061279296,99872.8043456257,88.44562906980667,5,1,5,65535,NORMAL
0.3334059715270996,2936.360124312968,17.99607839211216,6,0,6,255,NORMAL
3.5061676502227783,119.78890968699504,1.7112701383856437,6,0,6,53248,ATTACK
4.296457290649414,98.68595713095334,1.3964993933625471,6,0,6,53248,ATTACK
1.7935898303985596,404.7748195799444,6.132951811817339,11,0,11,53248,ATTACK
3.501619577407837,4946.853767827929,1.9990749552474023,7,0,7,16,NORMAL
0.1365168094635009,29498.198909172832,80.57615793416964,11,1,10,65535,NORMAL
2.0467119216918945,644.9368794944209,9.77177090143062,20,0,20,53248,ATTACK
