Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packets/s,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,act_data_pkt_fwd,Source_File
0.22115707397460938,30923.722570073307,9.04334626994394,2,6839,9.04334626994394,0,2,255,1,normal_gaming.pcap
0.15848112106323242,8329.067785135952,31.549499186121032,5,1320,31.549499186121032,0,5,19,5,normal_gaming.pcap
0.21978306770324707,31117.04678375895,9.099882083275025,2,6839,9.099882083275025,0,2,252,1,normal_gaming.pcap
0.15843415260314941,7580.436290200008,18.935311299417176,3,1201,18.935311299417176,0,3,19,3,normal_gaming.pcap
0.8171498775482178,245.9769076917466,2.447531419818374,2,201,2.447531419818374,0,2,251,1,normal_gaming.pcap
0.7575838565826416,283.7969660148725,2.6399717768825353,2,215,2.6399717768825353,0,2,19,2,normal_gaming.pcap
0.2699320316314697,5468.043162862344,7.40927257840426,2,1476,7.40927257840426,0,2,253,1,normal_gaming.pcap
0.2192380428314209,3480.235410542754,9.12250435266777,2,763,9.12250435266777,0,2,16,2,normal_gaming.pcap
1e-06,56000000.0,1000000.0,1,56,1000000.0,0,1,16,1,normal_gaming.pcap
1e-06,54000000.0,1000000.0,1,54,1000000.0,0,1,255,0,normal_gaming.pcap
0.3061408996582031,806.8180379549674,6.532939578582732,2,247,6.532939578582732,0,2,251,1,normal_gaming.pcap
0.25063490867614746,574.540876051973,7.979734389610735,2,144,7.979734389610735,0,2,19,2,normal_gaming.pcap
1e-06,364000000.0,1000000.0,1,364,1000000.0,0,1,251,1,normal_gaming.pcap
1e-06,56000000.0,1000000.0,1,56,1000000.0,0,1,19,1,normal_gaming.pcap
1.820112943649292,488.4312279091713,2.7470822717051253,5,889,2.7470822717051253,0,5,19,5,normal_gaming.pcap
1.7635338306427002,248.36495472296997,2.8352163781160953,5,438,2.8352163781160953,0,5,255,1,normal_gaming.pcap
0.0007839202880859375,843197.9756690997,2551.279805352798,2,661,2551.279805352798,0,2,19,2,normal_gaming.pcap
1e-06,54000000.0,1000000.0,1,54,1000000.0,0,1,252,0,normal_gaming.pcap
1e-06,84000000.0,1000000.0,1,84,1000000.0,0,1,255,1,normal_gaming.pcap
0.07876110076904297,1726.7407219053846,25.393245910373302,2,136,25.393245910373302,0,2,255,1,normal_gaming.pcap
1e-06,82000000.0,1000000.0,1,82,1000000.0,0,1,16,1,normal_gaming.pcap
1e-06,55000000.0,1000000.0,1,55,1000000.0,0,1,255,1,normal_gaming.pcap
1e-06,66000000.0,1000000.0,1,66,1000000.0,0,1,18,0,normal_gaming.pcap
0.3397369384765625,1353.9887716146418,11.773815405344711,4,460,11.773815405344711,0,4,19,4,normal_gaming.pcap
0.34269213676452637,472.72750851390225,8.75421312062782,3,162,8.75421312062782,0,3,251,0,normal_gaming.pcap
1.0396580696105957,648.2900673799867,3.8474187975073395,4,674,3.8474187975073395,0,4,19,4,normal_gaming.pcap
