Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packets/s,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,act_data_pkt_fwd,Source_File
0.0458321571350097,28189.81433045143,305.4623843856966,14,1292,305.4623843856966,2,12,65535,6,normal_udp.pcap
0.4081349372863769,4557.316294377635,24.501700507406643,10,1860,24.501700507406643,0,10,252,8,normal_udp.pcap
0.3656749725341797,3120.257293226024,19.142682780527757,7,1141,19.142682780527757,0,7,1860,3,normal_udp.pcap
0.2415828704833984,7699.221373925264,41.39366330067346,10,1860,41.39366330067346,0,10,255,8,normal_udp.pcap
0.2787609100341797,4096.700645223091,25.111124795588125,7,1142,25.111124795588125,0,7,1860,3,normal_udp.pcap
0.0575320720672607,22457.03924046961,243.34253046948493,14,1292,243.34253046948493,2,12,65535,6,normal_udp.pcap
0.3439040184020996,5408.48579973628,29.07788064374344,10,1860,29.07788064374344,0,10,252,8,normal_udp.pcap
0.0199501514434814,54535.92686162267,300.7495966633603,6,1088,300.7495966633603,0,6,1860,3,normal_udp.pcap
0.2423980236053466,891.0963744146452,16.501784711382317,4,216,16.501784711382317,0,4,1021,0,normal_udp.pcap
0.2289478778839111,9539.289117619186,69.88490196058012,16,2184,69.88490196058012,0,16,255,8,normal_udp.pcap
0.0127980709075927,85012.81231021442,468.820656122506,6,1088,468.820656122506,0,6,1860,3,normal_udp.pcap
