Flow Duration,Flow Bytes/s,Flow Packets/s,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packets/s,SYN Flag Count,ACK Flag Count,Init_Win_bytes_forward,act_data_pkt_fwd,Source_File
0.4725599288940429,4164.551159904342,25.39360463356306,12,1968,25.39360463356306,0,12,253,8,normal_mix.pcap
0.261132001876831,4162.64568182918,22.97688508829354,6,1087,22.97688508829354,0,6,1860,3,normal_mix.pcap
0.2776470184326172,32436.869125557303,194.49155371753213,54,9006,194.49155371753213,2,52,65535,12,normal_mix.pcap
0.1788358688354492,378531.4458493092,307.5445678663417,55,67695,307.5445678663417,1,55,65535,50,normal_mix.pcap
0.4785988330841064,21638.1639154145,66.86184292132715,32,10356,66.86184292132715,2,30,65535,12,normal_mix.pcap
0.4583539962768554,62534.63530988163,61.08815506669524,28,28663,61.08815506669524,1,28,65535,23,normal_mix.pcap
1.4009349346160889,41922.00404802834,264.1093393116037,370,58730,264.1093393116037,14,356,65535,54,normal_mix.pcap
0.1268708705902099,64932.1626128708,283.7530776964492,36,8238,283.7530776964492,2,34,65535,14,normal_mix.pcap
0.7734079360961914,764918.4503925513,535.2931883394967,414,591594,535.2931883394967,1,414,29200,408,normal_mix.pcap
0.0405900478363037,141808.16004981,172.45606677357017,7,5756,172.45606677357017,1,7,29200,4,normal_mix.pcap
0.1194219589233398,160908.43068765322,192.59439559825276,23,19216,192.59439559825276,1,23,65535,18,normal_mix.pcap
0.0894360542297363,6417.993335501516,44.72469223346005,4,574,44.72469223346005,0,4,253,2,normal_mix.pcap
0.1836810111999511,32131.791748332715,87.10753439060038,16,5902,87.10753439060038,2,14,65535,10,normal_mix.pcap
0.2024080753326416,7954.228097639349,44.4646291172386,9,1610,44.4646291172386,1,9,26883,4,normal_mix.pcap
0.2647840976715088,20227.800865309724,33.98995664447116,9,5356,33.98995664447116,1,9,29200,5,normal_mix.pcap
0.2647840976715088,17429.294434914933,30.213294795085478,8,4615,30.213294795085478,1,8,29200,4,normal_mix.pcap
0.2340929508209228,45614.35943523344,64.07711102533261,15,10678,64.07711102533261,1,15,29200,9,normal_mix.pcap
0.2601239681243896,603746.7486460154,434.4082585498777,113,157049,434.4082585498777,1,113,29200,109,normal_mix.pcap
0.3027510643005371,15735.700255939772,33.03043714512966,10,4764,33.03043714512966,6,4,65535,2,normal_mix.pcap
1.988554000854492,130268.02384480732,103.59286190441937,206,259045,103.59286190441937,1,206,65535,188,normal_mix.pcap
1.9884371757507324,11099.168869475345,133.77339915180974,266,22070,133.77339915180974,0,266,255,70,normal_mix.pcap
1.4132978916168213,186.7971370833805,2.8302596527784925,4,264,2.8302596527784925,4,4,65535,0,normal_mix.pcap
1.414942979812622,186.5799567661454,2.826969041911294,4,264,2.826969041911294,4,4,65535,0,normal_mix.pcap
1.0730948448181152,7868.829154082107,14.910145246958043,16,8444,14.910145246958043,2,14,65535,6,normal_mix.pcap
0.7660441398620605,7178.437525793474,13.054078061090152,10,5499,13.054078061090152,1,10,26883,6,normal_mix.pcap
1.3626580238342283,1357060.2217544802,928.3326982074052,1265,1849209,928.3326982074052,0,1265,100,1265,normal_mix.pcap
1.4025180339813232,27105.533817689397,501.95432995721103,704,38016,501.95432995721103,0,704,1023,0,normal_mix.pcap
0.0512571334838867,25206.24764172884,273.13271438405866,14,1292,273.13271438405866,2,12,65535,6,normal_mix.pcap
0.6080310344696045,14367.6876750552,29.603752077723627,18,8736,29.603752077723627,0,18,255,12,normal_mix.pcap
0.3935348987579345,4444.332651361167,25.41070698319707,10,1749,25.41070698319707,0,10,1860,5,normal_mix.pcap
0.3817780017852783,14445.56777554139,20.95458607512804,8,5515,20.95458607512804,0,8,1860,6,normal_mix.pcap
0.2723679542541504,6939.142327428191,44.05804652335359,12,1890,44.05804652335359,0,12,255,6,normal_mix.pcap
0.7112488746643066,11118.471018646458,25.30759715928632,18,7908,25.30759715928632,2,16,65535,10,normal_mix.pcap
0.6688909530639648,5787.191443191523,14.950119977244958,10,3871,14.950119977244958,1,10,65535,6,normal_mix.pcap
1.5182878971099854,103230.09246028798,81.01230355199877,123,156733,81.01230355199877,0,123,73,114,normal_mix.pcap
1.5182950496673584,8373.866464746425,60.59428305463828,92,12714,60.59428305463828,0,92,255,26,normal_mix.pcap
1.0813579559326172,6983.811381391075,16.64573687301898,18,7552,16.64573687301898,2,16,65535,8,normal_mix.pcap
0.7785849571228027,5642.287280034248,11.55943216943051,9,4393,11.55943216943051,1,9,65535,7,normal_mix.pcap
0.2516939640045166,16631.308647214453,31.784631910586626,8,4186,31.784631910586626,4,4,65535,2,normal_mix.pcap
0.7470438480377197,2829.8205059219763,10.708876086743524,8,2114,10.708876086743524,0,8,510,2,normal_mix.pcap
1.204681158065796,5980.005540691407,9.13104677229393,11,7204,9.13104677229393,1,11,65535,8,normal_mix.pcap
1.2066709995269775,6996.107475284743,33.14905224015514,40,8442,33.14905224015514,0,40,255,20,normal_mix.pcap
1.5219829082489014,5467.866922089666,10.512601628627094,16,8322,10.512601628627094,0,16,70,11,normal_mix.pcap
0.5038888454437256,12054.2458022686,11.907388016728945,6,6074,11.907388016728945,0,6,106,5,normal_mix.pcap
0.6985869407653809,9951.517261950674,31.49214323402112,22,6952,31.49214323402112,2,20,65535,10,normal_mix.pcap
0.5949380397796631,14969.626086270027,21.851014947396177,13,8906,21.851014947396177,1,13,65535,10,normal_mix.pcap
0.6574900150299072,11957.59603990698,21.29309902807145,14,7862,21.29309902807145,0,14,253,10,normal_mix.pcap
0.4472811222076416,3458.674920963544,15.650112764540925,7,1547,15.650112764540925,0,7,1860,4,normal_mix.pcap
0.611987829208374,13866.288829594723,29.41234962676232,18,8486,29.41234962676232,0,18,254,12,normal_mix.pcap
0.4028220176696777,12586.203776372282,29.789831423366348,12,5070,29.789831423366348,0,12,1860,6,normal_mix.pcap
0.5171968936920166,1063.4247937450243,19.334996249909533,10,550,19.334996249909533,0,10,251,10,normal_mix.pcap
0.9413909912109376,9870.50023502715,21.24515763027798,20,9292,21.24515763027798,4,16,65535,8,normal_mix.pcap
0.0738968849182128,29351.710865763715,67.6618507740058,5,2169,67.6618507740058,1,5,65535,2,normal_mix.pcap
0.0751428604125976,28146.386607947406,53.231936847181856,4,2115,53.231936847181856,1,4,65535,2,normal_mix.pcap
0.295443058013916,1787.1464083448866,27.077975884013437,8,528,27.077975884013437,0,8,255,0,normal_mix.pcap
1.1881000995635986,8679.403363224785,48.81743551852575,58,10312,48.81743551852575,2,56,65535,10,normal_mix.pcap
1.0815000534057615,49479.4242787921,44.382799472679416,48,53512,44.382799472679416,1,48,65535,43,normal_mix.pcap
1.1872918605804443,9642.111076549696,25.26758667858935,30,11448,25.26758667858935,0,30,255,18,normal_mix.pcap
0.9781551361083984,10704.845901703276,21.468987101114397,21,10471,21.468987101114397,0,21,1860,12,normal_mix.pcap
0.5185470581054688,8789.94476731355,23.141583415481044,12,4558,23.141583415481044,2,10,65535,4,normal_mix.pcap
0.2597999572753906,19257.124029072755,26.943807356288083,7,5003,26.943807356288083,1,7,26883,4,normal_mix.pcap
0.2530949115753174,1959.7391228167685,11.853260823488515,3,496,11.853260823488515,0,3,187,2,normal_mix.pcap
0.3071298599243164,13232.187847190957,13.023806936211573,4,4064,13.023806936211573,0,4,255,2,normal_mix.pcap
0.3530189990997314,637.3594638639696,8.498126184852929,3,225,8.498126184852929,0,3,106,2,normal_mix.pcap
0.3443279266357422,627.3089787123256,11.61683293911714,4,216,11.61683293911714,0,4,508,0,normal_mix.pcap
0.5555188655853271,5663.174007034289,57.603804267354505,32,3146,57.603804267354505,0,32,252,8,normal_mix.pcap
0.1886689662933349,450916.7653345296,333.9181914107173,63,85074,333.9181914107173,0,63,162,60,normal_mix.pcap
0.6625900268554688,3329.3588955289188,42.25840846546225,28,2206,42.25840846546225,0,28,254,8,normal_mix.pcap
0.3166229724884033,710.6243688879551,9.474991585172736,3,225,9.474991585172736,0,3,73,2,normal_mix.pcap
0.316148042678833,683.2242204308982,12.652300378349963,4,216,12.652300378349963,0,4,253,0,normal_mix.pcap
0.4633510112762451,84961.50659425193,69.06211321706154,32,39367,69.06211321706154,0,32,151,29,normal_mix.pcap
0.2557640075683594,5677.108416483959,23.459125687950245,6,1452,23.459125687950245,0,6,251,6,normal_mix.pcap
0.2495651245117187,1586.760172419064,24.04182079422824,6,396,24.04182079422824,6,0,65535,0,normal_mix.pcap
1.6579980850219729,7399.284782549926,12.062740108493522,20,12268,12.062740108493522,0,20,255,16,normal_mix.pcap
1.297408103942871,1900.7126535634663,15.41534998834928,20,2466,15.41534998834928,0,20,251,10,normal_mix.pcap
0.7532999515533447,10428.78070521644,19.912386784400024,15,7856,19.912386784400024,0,15,162,8,normal_mix.pcap
1.0989110469818115,11626.05475219275,32.759703434481764,36,12776,32.759703434481764,0,36,251,24,normal_mix.pcap
0.6890008449554443,2010.1571865119613,15.965147329697889,11,1385,15.965147329697889,0,11,1860,3,normal_mix.pcap
0.134113073348999,31898.45622930041,44.73836778303002,6,4278,44.73836778303002,0,6,39,3,normal_mix.pcap
0.0836551189422607,34582.4623355896,143.44609333808336,12,2893,143.44609333808336,0,12,46,5,normal_mix.pcap
0.303800106048584,1816.9842241981432,19.749828523892862,6,552,19.749828523892862,0,6,4093,4,normal_mix.pcap
0.015869140625,49530.09230769231,252.06153846153848,4,786,252.06153846153848,0,4,40,2,normal_mix.pcap
1.0446479320526123,2913.900374089568,26.80328859215108,28,3044,26.80328859215108,0,28,4091,18,normal_mix.pcap
0.0321629047393798,16882.803478106165,93.27515733760312,3,543,93.27515733760312,0,3,1855,2,normal_mix.pcap
0.7000579833984375,9873.467861112927,24.283702783408533,17,6912,24.283702783408533,0,17,100,9,normal_mix.pcap
0.2540450096130371,1566.6515181944962,23.61786208333412,6,398,23.61786208333412,0,6,254,2,normal_mix.pcap
0.0356202125549316,6344.712279621424,84.22184441975342,3,226,84.22184441975342,0,3,209,2,normal_mix.pcap
1.2546110153198242,6983.837933039667,14.347076329001828,18,8762,14.347076329001828,2,16,65535,8,normal_mix.pcap
0.9975378513336182,5693.017054348052,9.022214032247309,9,5679,9.022214032247309,1,9,26883,6,normal_mix.pcap
0.5333199501037598,4068.85210196584,26.25065872236026,14,2170,26.25065872236026,0,14,251,8,normal_mix.pcap
0.1028890609741211,51268.81273925496,77.75364965195065,8,5275,77.75364965195065,0,8,1860,5,normal_mix.pcap
0.5339150428771973,1498.365724421073,13.11070008868439,7,800,13.11070008868439,0,7,1860,3,normal_mix.pcap
0.512988805770874,15154.326785587304,11.69616165597168,6,7774,11.69616165597168,0,6,253,4,normal_mix.pcap
0.1094739437103271,27769.16494434487,36.53837492676956,4,3040,36.53837492676956,0,4,255,2,normal_mix.pcap
0.3889670372009277,1483.4161890739872,12.85455969734824,5,577,12.85455969734824,0,5,187,1,normal_mix.pcap
0.7434558868408203,5253.842318201059,83.39432251112792,62,3906,83.39432251112792,0,62,4095,8,normal_mix.pcap
0.4930338859558105,465724.58109011216,326.54956299378995,161,229618,326.54956299378995,0,161,100,158,normal_mix.pcap
0.1260578632354736,16754.210691758475,190.38875786089176,24,2112,190.38875786089176,0,24,255,8,normal_mix.pcap
0.0624279975891113,631655.6917224891,512.5905240564921,32,39433,512.5905240564921,0,32,156,29,normal_mix.pcap
0.0515978336334228,20853.588692200705,193.8065863587426,10,1076,193.8065863587426,0,10,250,6,normal_mix.pcap
0.1131448745727539,53294.50426075303,79.54403621007914,9,6030,79.54403621007914,0,9,167,6,normal_mix.pcap
0.2197620868682861,20440.28642070672,109.20901026201275,24,4492,109.20901026201275,0,24,1023,14,normal_mix.pcap
0.099761962890625,41518.83022330988,40.09544203120221,4,4142,40.09544203120221,0,4,40,3,normal_mix.pcap
1.0690999031066897,3189.5990169776524,29.931720980435447,32,3410,29.931720980435447,0,32,4093,20,normal_mix.pcap
0.8957858085632324,12791.004155756496,22.32676585050881,20,11458,22.32676585050881,0,20,1860,13,normal_mix.pcap
